LocationId,LocationExternalId,LocationName,LastModifiedDate,LastModifiedByEmployeeId,LastModifiedByEmployeeExternalId,Status,Contact,Address,TimeZone,StartOfWeek,LocationType,LocationSubType,ParentLocationId,EffectiveDate
b29ba324-b392-49e8-a3f3-f7ed31a36feb,7071,7071 Beaver Dam,2024-08-30T19:56:53,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Madison,2021-01-01
ba18e2b7-74bc-4e11-85d6-0522027077f7,1165,1165 Watagua,2024-07-18T12:56:03,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWWest,2021-01-01
c6cb67cc-79e5-4823-98e8-d1ef8b300211,820,820 Lafayette,2024-08-30T19:55:53,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,LouisianaNorth,2020-01-01
c84d56e7-b0c2-4009-bb73-aea843c752ba,1132,1132 Waco,2024-08-30T19:56:00,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AustinNorth,2020-01-01
d392e154-f995-4593-b2c8-d24674484912,5081,5081 Lubbock,2024-08-30T19:56:29,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasPanhandle,2021-01-01
d4b1adb6-92f3-42a7-a2cb-64dc824ac0d3,729,729 Gurnee,2024-08-30T19:55:49,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoNorth,2020-01-01
e10ef8a0-2f8e-4544-95f9-38a3a8a7a653,711,711 Schaumburg,2024-09-24T13:44:05,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoNorth,2020-01-01
e11c93ae-7321-4c41-a595-4b2a0c54223a,4014,4014 Cedar Rapids,2024-07-18T12:57:06,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Iowa,2021-01-01
e3cd72f4-a176-418d-934f-83533d962f06,1139,1139 Euless,2024-08-30T19:56:00,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWNorth,2020-01-01
e4d996a8-f88f-4431-9b2f-87bcadfa5125,1131,1131 Pflugerville,2024-09-24T13:44:13,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AustinNorth,2020-01-01
e6608ddf-715c-4497-a7ae-cb83104b6f71,764,764 Knollwood,2024-07-18T12:56:49,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaCentral,2021-01-01
edb8843c-db6e-47e0-ac5b-70850785edc3,7014,7014 Mt Prospect,2024-09-24T13:44:05,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoNorth,2021-01-01
f2d339e1-1650-4e4b-baef-fe504709f877,5068,5068 Bandera,2024-07-18T12:57:37,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,SanAntonio,2020-07-08
f2f763ec-ad74-418c-ad40-6fe13fb6f52a,1118,1118 Flower Mound,2024-07-18T12:56:47,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWNorth,2019-10-13
f56f1277-3278-491d-b2ba-7d33f5031d09,1146,1146 Deerbrook,2024-07-18T12:56:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonNorth,2020-01-01
00f55d6d-b058-415d-b9fe-5884e0fdae88,4042,4042 St. Charles,2024-09-24T13:44:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisNorth,2020-07-08
02b1741b-a646-412d-981c-4878a888e6ae,829,829 Tupelo,2024-07-18T12:56:07,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Mississippi,2020-01-01
08e35fc6-978e-4e23-892c-dfa2d68b94bc,5099,5099 Bee Cave,2024-09-24T13:44:14,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Austin,2021-10-29
0cdf31f6-a1f5-4435-b0f2-daf929216df5,4047,4047 Ankeny,2024-08-30T19:56:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Iowa,2020-07-08
116aec3d-3ff2-4526-9d1b-f04373f9a651,6264,6264 Manchester,2024-08-30T19:56:47,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Nashville,2023-06-30
129cbddb-8a3c-4339-850b-74382fdd1a9b,750,750 Point Lumis,2024-09-24T13:44:23,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Milwaukee,2020-01-01
17ed01d2-5c6c-4286-9eb5-2ade2735dbc7,5043,5043 Vista Ridge,2024-09-24T13:44:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWNorth,2019-10-13
1a1e6e2b-e406-4d9e-99cb-4560aca8c554,4031,"4031 Lee's Summit",2024-09-24T13:44:20,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,KansasCityMetro,2020-07-08
1c6c4bb9-62c4-4734-8865-49448840c204,634,634 Huntsville,2024-09-24T13:44:16,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaNorth,2020-01-01
22e07750-c45c-4856-aea2-a7d3409ce513,837,837 Poplar Bluff,2024-07-18T12:58:03,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisSouth,2021-01-01
25f2ad99-fc60-4314-8d96-0c78f1180fb3,5024,5024 Houma Crossing,2024-08-30T19:56:25,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,NewOrleans,2021-01-01
3082972d-8f65-481b-a845-b415de6ac3bb,7011,7011 Edens Collection,2024-09-24T13:44:18,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoMetro,2021-01-01
32b6e5aa-6789-4fff-af83-dd024273988c,4049,4049 Monticello,2024-08-30T19:56:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaNorth,2021-04-09
33b781f5-66a7-4771-86e0-fa9910e44b6e,665,665 Cullman,2024-07-18T12:56:54,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaNorth,2020-01-01
3590521e-45a9-4054-982d-750a5bffabb5,7002,7002 Skokie,2024-09-24T13:44:24,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoMetro,2021-01-01
408fadbb-efe6-4eb3-aadc-d18bf4c8a348,4054,4054 Branson,2024-08-30T19:56:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisWest,2021-08-13
40a4b952-7641-4ac1-bbd2-d9775c5070c5,1167,1167 SW San Antonio,2024-09-24T13:44:25,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,SanAntonio,2020-01-01
42dd74d7-29db-4ad4-8aba-670c9339e6d2,7041,7041 Harlem Irving Plaza,2024-07-18T12:57:31,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoMetro,2021-01-01
48aff5d5-a036-4240-a345-cfd2fcb5bbcb,4019,4019 Ames,2024-09-24T13:44:24,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Iowa,2020-07-08
584f116e-3030-4db0-b5df-fc57f594bfbc,SCTXTRANSPORTATION,SC-Texas Transportation,2024-09-24T13:43:39,System,System,ENABLED,,,America/Chicago,Sunday,LocationGroup,Real,SCTX,2024-01-01
58710595-4e86-4c4d-98e6-69e19bb53db8,4057,4057 West Fargo,2024-08-30T19:56:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TheDakotas,2022-10-28
5b509f01-ae51-4b12-8e08-99bf7f9b6bf9,4023,4023 Bloomington,2024-07-18T12:57:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaCentral,2021-01-01
6f60e4ee-fef6-49a2-97e1-a00eeff19c2e,1177,1177 Northpark,2024-08-30T19:56:03,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWEast,2020-01-01
703729ad-59b9-4157-a681-436f20f800dc,641,641 Oxford MS,2024-09-24T13:44:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Mississippi,2020-01-01
7346ce36-863e-42f3-889c-b03a97a19f28,6079,"6079 D'Iberville",2024-07-18T12:57:47,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Mississippi,2021-01-01
75e725b3-6d18-4036-b41b-91c87f897a06,1161,1161 Round Rock,2024-08-30T19:56:02,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AustinNorth,2020-01-01
7831a175-0063-4600-be95-d58f4770eb6b,4056,4056 Ferguson,2024-08-30T19:56:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisNorth,2022-04-08
7c143e30-e6ed-47e0-bd6c-fcb6a5034733,5026,5026 Granbury,2024-07-18T12:56:05,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasPanhandle,2021-01-01
8004b4c9-1949-4309-a79e-af74f32ab665,6110,6110 Tiger Town,2024-07-18T12:57:15,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaCentral,2021-01-01
82815f44-5e25-4c2d-b955-bfbe1377a34d,MiamiNorth,Miami North,2024-09-08T21:07:38,System,System,ENABLED,,,America/Chicago,Sunday,District,,Florida,
82c92471-8f93-468f-98de-77a3ec19722a,704,704 Geneva,2024-09-24T13:44:25,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoWest,2020-01-01
84608649-d8c8-490e-b3b3-a820286c37b2,1169,1169 Edinburg,2024-08-30T19:56:02,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasSouth,2020-01-01
9545ea0f-aa78-4c6d-8f19-d07b29fa425e,HoustonNorth,Houston North,2024-07-18T12:55:58,System,System,ENABLED,,,America/Chicago,Sunday,District,,Texas,
99ce5234-56fe-4229-a300-0157a5e56ec7,1101,1101 Hulen,2024-08-30T19:55:58,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWWest,2020-01-01
9a97f8bd-00cf-4096-bc05-a2830e8134e9,736,736 Evergreen,2024-09-24T13:44:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoCentral,2020-01-01
9cd1f4a0-b368-49b9-8972-c2a8641f91bc,722,722 Niles,2024-07-18T12:57:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoMetro,2020-01-01
a42e914e-cae2-4e0a-95e9-3339a55b9fb9,4043,4043 Northeast Davenport,2024-09-24T13:44:23,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Iowa,2021-01-01
ac59cd96-590e-4614-b3b6-82ae1c72aed9,710,710 Orland Park,2024-07-18T12:58:12,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoSouth,2020-01-01
ad52cb9d-b68c-4e58-a045-31d4b60c712b,840,840 Rockwell Plaza,2024-07-18T12:57:10,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,OklahomaWest,2020-01-01
ae0df948-987a-4bfa-8151-668e094b0dd9,1174,1174 Abilene,2024-08-30T19:56:03,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasPanhandle,2019-10-13
c4dc87e5-36a9-4476-a27b-c46e46d1bc8a,626,626 Clarksville,2024-08-30T19:57:15,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TennesseeWest,2020-01-01
c92bf0b2-8801-4a44-b25d-1d2f27d0f365,5013,5013 Stillwater,2024-07-18T12:56:37,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,OklahomaEast,2021-01-01
d1cd570e-8b8b-4384-9fbd-8f4aa2ffdb80,723,723 Naperville,2024-07-18T12:58:05,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoWest,2020-01-01
d2740b0b-c317-418c-a2fa-765d74ebfc28,6010,6010 Foley,2024-09-24T13:44:23,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaSouth,2021-01-01
dbfabe58-1d4b-49f5-981e-daba88dbf23d,742,742 St. Cloud,2024-08-30T19:55:50,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaNorth,2020-01-01
e1fd426e-4317-4dde-8bc8-3872930da5ba,1137,1137 Stafford,2024-07-18T12:56:16,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonSouth,2020-01-01
e9932154-9512-482a-8b79-b613d851e5e6,99700_CT,Central - Strategy - WowTown,2024-12-23T17:17:25,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,99700,2024-01-01
f0f18d0b-d85d-45e2-9084-057aff3cc996,703,703 Crystal Lake,2024-07-18T12:57:08,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoNorth,2020-01-01
f756834a-c94b-499f-bbe8-6690ed262ec7,827,827 Yukon,2024-09-24T13:44:19,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,OklahomaWest,2020-01-01
fcdc8a3d-2a86-4767-878e-9c3c61dd20e2,1136,1136 Northline,2024-08-30T19:56:00,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonNorth,2020-01-01
04440f30-75d8-4489-a9d9-f81e50c3f465,5056,5056 Portofino,2024-09-24T13:44:27,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonNorth,2021-01-01
09d85e25-b153-4059-9691-9b5eff793bce,712,712 Bloomingdale,2024-07-18T12:58:04,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoWest,2020-01-01
0ca36edc-54d2-418a-be53-049444c81915,6029,6029 Jones Valley,2024-07-18T12:57:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaNorth,2021-01-01
0df0f0ce-3593-47fb-aa11-a8777d74ae5f,5095,5095 Lufkin,2024-08-30T19:56:29,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonNorth,2021-10-01
108b4c82-2912-4b2d-94fe-6a291e43dbd1,4044,4044 Waterloo,2024-08-30T19:56:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Iowa,2020-07-08
128385a2-cca0-43fe-80a2-5188d0dd2f61,7016,7016 Brookfield,2024-09-24T13:44:29,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Milwaukee,2021-01-01
1ecf4092-f23a-4da9-ab2b-a69233ef7d4c,812,812 Blue Springs,2024-08-30T19:55:53,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,KansasCityMetro,2020-01-01
314e6c34-a2df-4700-9627-615fa017dbdd,76000_CT,Central - Operations - WowTown,2024-12-23T17:17:17,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,76000,2024-01-01
342559a7-6b66-4a9e-a1f6-574af0b075b3,743,743 Brooklyn Ctr,2024-09-24T13:44:28,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaNorth,2020-01-01
34915aef-d41f-4687-8d44-ff343da7a3e2,724,724 Dekalb,2024-07-18T12:57:26,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoWest,2020-01-01
3bc73640-8447-499a-9faf-c8055f692e2f,1140,1140 Grapevine,2024-09-24T13:44:31,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWNorth,2021-01-01
404438b8-eb7f-4346-b6c5-19ffb373f282,806,806 Fenton,2024-07-18T12:57:22,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisSouth,2020-01-01
4f0ee666-cf62-4e9f-9821-5f4f51a2854a,4041,4041 The Shoppes at Northwest Crossing,2024-08-30T19:56:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Nebraska,2021-09-24
532f89db-8e37-4003-8843-bba79205d3e5,82000_CT,Central - Merchandising - WowTown,2024-12-23T17:17:18,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,82000,2024-01-01
542f7f68-af0c-489e-ac2d-00d21a36f80c,4032,4032 Roseville,2024-09-24T13:44:36,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaCentral,2020-01-01
55a8f4bf-4001-43a7-8ec9-29721ecd8947,6177,6177 Lebanon,2024-08-30T19:56:43,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Nashville,2022-11-11
572e14d2-7637-43a5-b307-a42f51f5419b,1121,1121 Baybrook,2024-08-30T19:55:59,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonEast,2020-01-01
688bd168-22df-46ab-8e5d-b6044177137a,652,652 Oxford,2024-09-24T13:44:38,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaCentral,2020-01-01
69c47d4e-4bc7-479a-99e6-484ebe3eb490,1155,1155 Wallisville,2024-09-24T13:44:38,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonEast,2020-01-01
754b0675-ffa2-4623-b256-2e56320808ee,1144,1144 Tyler,2024-08-30T19:56:01,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasEast,2020-01-01
81825f9e-cf75-4818-b41b-e80d545ee9c1,7094,7094 Sterling,2024-08-30T19:56:54,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoWest,2022-10-28
86899a7e-5887-46f1-afa1-6a7218b73dfd,6156,6156 Hermitage,2024-08-30T19:56:42,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Nashville,2021-08-13
883a22ff-e90d-4399-bc5e-6b03842e1777,1158,1158 Sharpstown,2024-09-24T13:44:27,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonSouth,2020-01-01
8af111eb-ebd5-4e47-838c-7a0b7fe304b0,1164,1164 Alamo Ranch,2024-07-18T12:56:08,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,SanAntonio,2020-01-01
901f4827-c8c0-46f4-9282-af09c4ef071d,705,705 Vernon Hills,2024-07-18T12:56:43,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoNorth,2020-01-01
946c3683-d679-4d77-958b-0304a41d0934,1171,1171 McKinney,2024-07-18T12:56:34,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWEast,2019-10-13
9b0196c1-93b0-4bb1-b992-775f6417e3e5,1176,1176 Arbor Park,2024-07-18T12:56:10,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,SanAntonio,2020-01-01
a207de25-84fe-4673-ad96-7dd0fa29ce73,651,651 Jackson,2024-09-24T13:44:39,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TennesseeWest,2020-01-01
af50c09c-cf0d-4935-b525-1d327416fc31,818,818 Jefferson City,2024-09-24T13:44:33,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisWest,2020-01-01
c2342e03-5fa6-4cd5-90d5-1b92f90793c1,756,756 Michigan City,2024-07-18T12:56:17,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoSouth,2021-01-01
c2e2b0b6-ef51-446a-bf7b-b9a3194e53c3,1175,1175 League City,2024-08-30T19:56:03,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonEast,2021-01-01
c6f6e395-0478-41d7-91fb-604d9f48fc45,4002,4002 Ward Parkway,2024-07-18T12:58:10,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,KansasCityMetro,2021-01-01
c7450d7c-0822-43a2-842b-e22f30d1f714,5067,5067 Fulshear,2024-08-30T19:56:28,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonSouth,2021-01-01
cb445b8a-75ee-4341-af38-ff8923ac6549,6012,6012 Opry Mills,2024-07-18T12:57:35,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Nashville,2020-01-01
ce51fe96-545a-4b6b-aea4-b4f9edd96784,5007,5007 Whiterock,2024-07-18T12:56:46,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasEast,2021-01-01
d939bf3c-1825-4770-bdb0-692f595950fa,5032,5032 San Angelo,2024-07-18T12:58:09,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasPanhandle,2019-10-13
dc161861-43e4-4bcf-92d0-2652cc767486,AlabamaCentral,Alabama Central,2024-07-18T12:55:55,System,System,ENABLED,,,America/Chicago,Sunday,District,,MidSouth,
de5ef8dd-0dff-420d-8f31-c1ac37e13259,4012,4012 Coralville,2024-07-18T12:56:42,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Iowa,2021-01-01
e111ac97-fcff-495f-8cc0-c7eed4a86640,5044,5044 North Little Rock,2024-07-18T12:57:44,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Arkansas,2021-01-01
e1bd84a0-d0cb-46ee-af3a-89304fa0034e,5047,5047 Lawton,2024-09-24T13:44:28,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,OklahomaWest,2021-01-01
e1f56dd3-e509-49e2-950a-30031ea147e1,810,810 Olathe,2024-07-18T12:56:03,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Kansas,2020-01-01
e5102861-0b16-4c07-9cf4-1469b992a403,839,839 Crossroads,2024-08-30T19:55:54,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,OklahomaWest,2020-01-01
e6cdf3cf-c7c1-469c-b804-41e006119edc,99900_CT,Central - eCommerce - WowTown,2024-12-23T17:17:25,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,99900,2024-01-01
e943d709-9574-495e-84fd-9985aa42f4d6,5063,5063 Lake Charles,2024-08-30T19:56:28,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,LouisianaNorth,2021-01-01
ecb66913-712a-489f-a142-098b52f1e277,6053,6053 Dothan,2024-08-30T19:56:36,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaSouth,2021-01-01
f2eb6130-2049-4bd7-91ae-a2d86a75a14f,5041,5041 Juban Crossing,2024-07-18T12:57:08,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,NewOrleans,2020-01-01
f325072f-4f89-4a78-93d5-4eae998c8581,1173,1173 Katy Mills,2024-07-18T12:57:13,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonWest,2020-01-01
fb3857ee-75f1-4691-abb7-c006aea6c060,87000_CT,Central - Merchandising Operations - WowTown,2024-12-23T17:17:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,87000,2024-01-01
fb7da8a8-2014-4da5-8d83-d48231e23781,4033,4033 The Quarry,2024-07-18T12:56:41,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaCentral,2021-01-01
fc8e321c-e157-452e-a42a-bc3c652dc947,99600_CT,Central - Business Intelligence & Analytics - WowTown,2024-12-23T17:17:24,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,99600,2024-01-01
032ba943-a78a-418d-92b2-bcbb244ddc87,5051,5051 Cypress Point,2024-08-30T19:56:27,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonNorth,2021-01-01
0e08e6a9-6109-462d-a0b0-666bc921535c,7045,7045 Hillside,2024-08-30T19:56:52,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoMetro,2021-01-01
0e28c9b6-4b98-412c-85a4-aecb034aa9bd,813,813 Carbondale,2024-09-24T13:44:39,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisSouth,2020-01-01
11f59f43-ec6d-4d80-b9ef-25c413099ad9,6113,6113 Troy,2024-08-30T19:56:39,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaSouth,2021-01-01
12768f1c-97e5-49a9-a974-fbaab78abc84,88000_CT,Central - Supply Chain - WowTown,2024-12-23T17:17:21,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,88000,2024-01-01
14320782-c02f-4c16-9bc9-d3546bc898ed,8134,8134 Oxon Hill,2024-08-30T19:57:06,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DCEAST,2023-01-02
191a0c6f-ad19-4334-9387-53fcc6075dd8,5065,5065 Metairie,2024-09-24T13:44:45,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,NewOrleans,2021-01-01
2284ebe9-2c32-4153-8709-9db711b61137,1126,1126 Missouri City,2024-07-18T12:56:35,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,HoustonSouth,2020-01-01
2d43b104-8203-4693-bcfb-fbc32751d720,7004,7004 Lincoln Village,2024-07-18T12:56:28,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoCentral,2021-01-01
320efea4-e2e7-474e-853f-358cfc49a227,4026,4026 West Springfield,2024-09-24T13:44:44,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,StLouisWest,2021-01-01
323b0f84-2daf-401d-88f2-27ffa02386bc,7005,7005 Homewood,2024-07-18T12:57:59,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoSouth,2020-01-01
33c2ee42-054c-4437-a4ec-82cf1a942f11,1154,1154 Mission,2024-09-24T13:44:42,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasSouth,2020-01-01
33d50579-de34-4573-ac0e-d7d3804f6309,5011,5011 Dove Creek,2024-08-30T19:56:25,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,SanAntonio,2020-01-01
352f4c1a-5886-41d6-bd6a-c39d526712c5,6124,6124 Hattiesburg,2024-07-18T12:56:27,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Mississippi,2021-01-01
3b492efb-d131-4730-9b3b-fc31b10ad09f,7101,7101 Oak Brook,2024-09-24T13:44:54,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoMetro,2022-04-24
43fd6673-015d-4862-9f2b-3402c39f2265,745,745 Still Water,2024-07-18T12:56:55,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,MinnesotaNorth,2020-01-01
67817fd6-bdd3-421f-b6d4-68965062ede4,728,728 Chicago Ridge,2024-07-18T12:56:07,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoSouth,2020-01-01
67fdeacf-3760-4910-a4ab-9dd597c758be,6050,6050 Germantown,2024-07-18T12:58:09,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Memphis,2021-01-01
6a10a8f4-2a59-4cd8-9203-0e1217a675f8,661,661 Montgomery,2024-07-18T12:58:02,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaSouth,2021-01-01
6a129dfd-f7a9-4ff1-b60f-5b2ddc01c9a5,715,715 Woodridge,2024-07-18T12:56:49,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoSouth,2020-01-01
6b9c10a7-c178-48a2-8b10-57866a2aab2f,99500_CT,Central - Information Technology - WowTown,2024-12-23T17:17:24,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,99500,2024-01-01
7669d4b9-1bb1-4e58-a7a7-6d84827c2a3b,5078,5078 Amarillo,2024-07-18T12:58:13,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasPanhandle,2021-06-04
78976dc8-df4a-48a9-b9b0-3398a653a6d7,1153,1153 Brownsville,2024-08-30T19:56:01,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,TexasSouth,2020-01-01
78f892d4-f5c3-4c2f-af6a-27a1efdbe03c,6151,6151 Irondale,2024-08-30T19:56:42,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,AlabamaCentral,2021-01-01
7dbb366a-38c5-4e75-a430-29cbfbd697e6,6186,6186 Hixson,2024-08-30T19:56:44,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,Knoxville,2022-09-09
885c6dc1-1f40-4eb3-8c98-a9abde8b5e57,737,737 Crestwood,2024-07-18T12:57:52,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,ChicagoSouth,2020-01-01
8d1f31d0-b3bf-442d-a52b-9aa289d3746e,75000_CT,Central - Construction and Design - WowTown,2024-12-23T17:17:17,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,75000,2024-01-01
952a5b26-96b2-4e7f-9d2b-25f23069033f,85000_CT,Central - Marketing - WowTown,2024-12-23T17:17:20,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,85000,2024-01-01
a25c30c3-e051-474a-9c37-34bd98f14c12,1117,1117 Frisco,2024-09-24T13:44:46,System,System,ENABLED,,,America/Chicago,Sunday,Real,Real,DFWEast,2019-10-13
