Employee ID,Date/Time,Labor Level Transfer,Work Rule Transfer,,Punch Type,Time Zone ID
824834,1/31/2025 21:10,,,,Out Punch,134040
835947,1/31/2025 17:24,,,,CA 30 Min Meal at LT 5 Hrs,134040
835947,1/31/2025 21:19,,,,Out Punch,134040
793309,1/31/2025 18:32,,,,CA 30 Min Meal at LT 5 Hrs,134040
793309,1/31/2025 21:14,,,,Out Punch,134040
208919,2/1/2025 4:54,,,,New Shift,134040
208919,2/1/2025 8:55,,,,Out Punch,134040
208919,2/1/2025 9:29,,,,CA 30 Min Meal at LT 5 Hrs,134040
208919,2/1/2025 13:13,,,,Out Punch,134040
829114,2/1/2025 9:59,,,,New Shift,134040
829114,2/1/2025 14:01,,,,Out Punch,134040
552355,2/1/2025 12:30,,,,New Shift,134040
552355,2/1/2025 17:00,,,,Out Punch,134040
840950,2/1/2025 12:50,,,,New Shift,134040
840950,2/1/2025 17:00,,,,Out Punch,134040
835947,2/1/2025 16:51,,,,New Shift,134040
835947,2/1/2025 20:57,,,,Out Punch,134040
793309,2/1/2025 16:56,,,,New Shift,134040
793309,2/1/2025 21:17,,,,Out Punch,134040
840471,2/1/2025 17:00,,,,New Shift,134040
840471,2/1/2025 20:59,,,,Out Punch,134040
552355,2/1/2025 17:31,,,,CA 30 Min Meal at LT 5 Hrs,134040
552355,2/1/2025 21:17,,,,Out Punch,134040
208919,2/2/2025 5:54,,,,New Shift,134040
208919,2/2/2025 10:48,,,,Out Punch,134040
840950,2/2/2025 6:56,,,,New Shift,134040
840950,2/2/2025 11:28,,,,Out Punch,134040
552355,2/2/2025 10:30,,,,New Shift,134040
552355,2/2/2025 13:27,,,,Out Punch,134040
208919,2/2/2025 11:28,,,,CA 30 Min Meal at LT 5 Hrs,134040
208919,2/2/2025 14:11,,,,Out Punch,134040
840950,2/2/2025 11:59,,,,CA 30 Min Meal at LT 5 Hrs,134040
840950,2/2/2025 13:31,,,,Out Punch,134040
825195,2/2/2025 13:30,,,,New Shift,134040
825195,2/2/2025 17:30,,,,Out Punch,134040
552355,2/2/2025 13:58,,,,CA 30 Min Meal at LT 5 Hrs,134040
552355,2/2/2025 19:58,,,,Out Punch,134040
793309,2/2/2025 15:52,,,,New Shift,134040
793309,2/2/2025 19:58,,,,Out Punch,134040
829114,2/2/2025 18:01,,,,New Shift,134040
829114,2/2/2025 22:04,,,,Out Punch,134040
825176,2/2/2025 18:08,,,,New Shift,134040
825176,2/2/2025 22:03,,,,Out Punch,134040
552355,2/3/2025 9:00,,,,New Shift,134040
552355,2/3/2025 12:58,,,,Out Punch,134040
825175,2/3/2025 9:56,,,,New Shift,134040
825175,2/3/2025 14:07,,,,Out Punch,134040
793905,2/3/2025 10:06,,,,New Shift,134040
793905,2/3/2025 14:01,,,,Out Punch,134040
552355,2/3/2025 13:28,,,,CA 30 Min Meal at LT 5 Hrs,134040
552355,2/3/2025 18:31,,,,Out Punch,134040
840469,2/3/2025 13:57,,,,New Shift,134040
840469,2/3/2025 16:57,,,,Out Punch,134040
835947,2/3/2025 13:59,,,,New Shift,134040
835947,2/3/2025 17:24,,,,Out Punch,134040
825175,2/3/2025 14:38,,,,CA 30 Min Meal at LT 5 Hrs,134040
825175,2/3/2025 18:58,,,,Out Punch,134040
793309,2/3/2025 16:35,,,,New Shift,134040
793309,2/3/2025 21:01,,,,Out Punch,134040
840950,2/3/2025 17:57,,,,New Shift,134040
840950,2/3/2025 22:03,,,,Out Punch,134040
835947,2/3/2025 17:59,,,,CA 30 Min Meal at LT 5 Hrs,134040
835947,2/3/2025 22:04,,,,Out Punch,134040
552355,2/4/2025 9:00,,,,New Shift,134040
552355,2/4/2025 13:21,,,,Out Punch,134040
208919,2/4/2025 9:02,,,,New Shift,134040
208919,2/4/2025 13:12,,,,Out Punch,134040
793905,2/4/2025 9:53,,,,New Shift,134040
793905,2/4/2025 14:02,,,,Out Punch,134040
825175,2/4/2025 12:55,,,,New Shift,134040
825175,2/4/2025 17:15,,,,Out Punch,134040
208919,2/4/2025 13:43,,,,CA 30 Min Meal at LT 5 Hrs,134040
208919,2/4/2025 17:00,,,,Out Punch,134040
552355,2/4/2025 13:53,,,,CA 30 Min Meal at LT 5 Hrs,134040
552355,2/4/2025 18:27,,,,Out Punch,134040
825176,2/4/2025 17:05,,,,New Shift,134040
825176,2/4/2025 21:05,,,,Out Punch,134040
824834,2/4/2025 17:11,,,,New Shift,134040
824834,2/4/2025 21:07,,,,Out Punch,134040
825175,2/4/2025 17:48,,,,CA 30 Min Meal at LT 5 Hrs,134040
825175,2/4/2025 21:07,,,,Out Punch,134040
208919,2/5/2025 4:53,,,,New Shift,134040
208919,2/5/2025 9:34,,,,Out Punch,134040
840471,2/5/2025 4:58,,,,New Shift,134040
840471,2/5/2025 6:11,,,,Out Punch,134040
840950,2/5/2025 5:57,,,,New Shift,134040
840950,2/5/2025 10:02,,,,Out Punch,134040
552355,2/5/2025 9:00,,,,New Shift,134040
552355,2/5/2025 11:22,,,,Out Punch,134040
208919,2/5/2025 10:07,,,,CA 30 Min Meal at LT 5 Hrs,134040
208919,2/5/2025 13:41,,,,Out Punch,134040
552355,2/5/2025 13:25,,,,New Shift,134040
552355,2/5/2025 20:46,,,,Out Punch,134040
793309,2/5/2025 16:47,,,,New Shift,134040
793309,2/5/2025 20:46,,,,Out Punch,134040
208919,2/6/2025 8:59,,,,New Shift,134040
208919,2/6/2025 13:33,,,,Out Punch,134040
792831,2/6/2025 9:55,,,,New Shift,134040
792831,2/6/2025 14:01,,,,Out Punch,134040
208919,2/6/2025 14:05,,,,CA 30 Min Meal at LT 5 Hrs,134040
208919,2/6/2025 17:12,,,,Out Punch,134040
840471,2/6/2025 14:36,,,,New Shift,134040
840471,2/6/2025 18:17,,,,Out Punch,134040
793309,2/6/2025 16:31,,,,New Shift,134040
793309,2/6/2025 20:58,,,,Out Punch,134040
829114,2/6/2025 16:58,,,,New Shift,134040
829114,2/6/2025 20:59,,,,Out Punch,134040
208919,2/7/2025 4:59,,,,New Shift,134040
208919,2/7/2025 9:28,,,,Out Punch,134040
840471,2/7/2025 5:01,,,,New Shift,134040
840471,2/7/2025 8:47,,,,Out Punch,134040
840950,2/7/2025 6:00,,,,New Shift,134040
840950,2/7/2025 10:11,,,,Out Punch,134040
825175,2/7/2025 8:55,,,,New Shift,134040
825175,2/7/2025 13:47,,,,Out Punch,134040
840950,2/7/2025 10:43,,,,CA 30 Min Meal at LT 5 Hrs,134040
840950,2/7/2025 14:02,,,,Out Punch,134040
552355,2/7/2025 11:26,,,,New Shift,134040
552355,2/7/2025 15:35,,,,Out Punch,134040
793905,2/7/2025 13:43,,,,New Shift,134040
793905,2/7/2025 17:04,,,,Out Punch,134040
825175,2/7/2025 14:18,,,,CA 30 Min Meal at LT 5 Hrs,134040
825175,2/7/2025 17:25,,,,Out Punch,134040
552355,2/7/2025 16:07,,,,CA 30 Min Meal at LT 5 Hrs,134040
552355,2/7/2025 20:57,,,,Out Punch,134040
835947,2/7/2025 16:53,,,,New Shift,134040
835947,2/7/2025 20:57,,,,Out Punch,134040
825175,2/8/2025 8:57,,,,New Shift,134040
825175,2/8/2025 13:08,,,,Out Punch,134040
829114,2/8/2025 12:58,,,,New Shift,134040
829114,2/8/2025 16:26,,,,Out Punch,134040
825175,2/8/2025 13:39,,,,CA 30 Min Meal at LT 5 Hrs,134040
825175,2/8/2025 17:08,,,,Out Punch,134040
825195,2/8/2025 13:58,,,,New Shift,134040
825195,2/8/2025 17:59,,,,Out Punch,134040
793309,2/8/2025 16:42,,,,New Shift,134040
793309,2/8/2025 21:03,,,,Out Punch,134040
829114,2/8/2025 16:58,,,,CA 30 Min Meal at LT 5 Hrs,134040
829114,2/8/2025 21:03,,,,Out Punch,134040
825195,2/8/2025 18:29,,,,CA 30 Min Meal at LT 5 Hrs,134040
825195,2/8/2025 21:02,,,,Out Punch,134040
860451,1/26/2025 15:59,,,,New Shift,134040
860451,1/26/2025 19:58,,,,Out Punch,134040
860451,1/27/2025 9:58,,,,New Shift,134040
860451,1/27/2025 14:02,,,,Out Punch,134040
878092,1/29/2025 4:54,,,,New Shift,134040
878092,1/29/2025 9:02,,,,Out Punch,134040
878092,1/29/2025 9:37,,,,CA 30 Min Meal at LT 5 Hrs,134040
878092,1/29/2025 13:47,,,,Out Punch,134040
878092,1/31/2025 4:56,,,,New Shift,134040
878092,1/31/2025 9:03,,,,Out Punch,134040
878092,1/31/2025 9:37,,,,CA 30 Min Meal at LT 5 Hrs,134040
878092,1/31/2025 13:27,,,,Out Punch,134040
860451,1/31/2025 13:59,,,,New Shift,134040
860451,1/31/2025 18:02,,,,Out Punch,134040
878092,2/1/2025 4:54,,,,New Shift,134040
878092,2/1/2025 8:54,,,,Out Punch,134040
878092,2/1/2025 9:27,,,,CA 30 Min Meal at LT 5 Hrs,134040
878092,2/1/2025 13:00,,,,Out Punch,134040
878092,2/2/2025 5:55,,,,New Shift,134040
878092,2/2/2025 9:04,,,,Out Punch,134040
860451,2/3/2025 13:58,,,,New Shift,134040
860451,2/3/2025 18:02,,,,Out Punch,134040
860451,2/3/2025 18:33,,,,CA 30 Min Meal at LT 5 Hrs,134040
860451,2/3/2025 22:03,,,,Out Punch,134040
878092,2/5/2025 4:54,,,,New Shift,134040
878092,2/5/2025 9:31,,,,Out Punch,134040
878092,2/5/2025 10:06,,,,CA 30 Min Meal at LT 5 Hrs,134040
878092,2/5/2025 13:35,,,,Out Punch,134040
860451,2/5/2025 12:59,,,,New Shift,134040
860451,2/5/2025 16:59,,,,Out Punch,134040
878092,2/6/2025 8:58,,,,New Shift,134040
878092,2/6/2025 13:33,,,,Out Punch,134040
878092,2/6/2025 14:05,,,,CA 30 Min Meal at LT 5 Hrs,134040
878092,2/6/2025 17:12,,,,Out Punch,134040
878092,2/7/2025 4:59,,,,New Shift,134040
878092,2/7/2025 9:24,,,,Out Punch,134040
878092,2/7/2025 9:58,,,,CA 30 Min Meal at LT 5 Hrs,134040
878092,2/7/2025 13:29,,,,Out Punch,134040
860451,2/8/2025 10:01,,,,New Shift,134040
860451,2/8/2025 14:00,,,,Out Punch,134040
594760,1/26/2025 7:06,,,,New Shift,134040
594760,1/26/2025 11:04,,,,Out Punch,134040
833098,1/26/2025 9:56,,,,New Shift,134040
833098,1/26/2025 14:00,,,,Out Punch,134040
792991,1/26/2025 10:03,,,,New Shift,134040
792991,1/26/2025 14:49,,,,Out Punch,134040
594760,1/26/2025 11:40,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,1/26/2025 15:30,,,,Out Punch,134040
810450,1/26/2025 11:54,,,,New Shift,134040
810450,1/26/2025 16:10,,,,Out Punch,134040
799686,1/26/2025 12:03,,,,New Shift,134040
799686,1/26/2025 16:47,,,,Out Punch,134040
792991,1/26/2025 15:19,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,1/26/2025 16:59,,,,Out Punch,134040
701168,1/26/2025 16:00,,,,New Shift,134040
701168,1/26/2025 20:00,,,,Out Punch,134040
810450,1/26/2025 16:42,,,,CA 30 Min Meal at LT 5 Hrs,134040
810450,1/26/2025 20:17,,,,Out Punch,134040
799686,1/26/2025 17:17,,,,CA 30 Min Meal at LT 5 Hrs,134040
799686,1/26/2025 20:17,,,,Out Punch,134040
765926,1/27/2025 5:00,,,,New Shift,134040
765926,1/27/2025 9:31,,,,Out Punch,134040
799686,1/27/2025 9:59,,,,New Shift,134040
799686,1/27/2025 14:02,,,,Out Punch,134040
792991,1/27/2025 12:56,,,,New Shift,134040
792991,1/27/2025 17:01,,,,Out Punch,134040
778241,1/27/2025 14:00,,,,New Shift,134040
778241,1/27/2025 20:59,,,,Out Punch,134040
792991,1/27/2025 17:31,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,1/27/2025 20:42,,,,Out Punch,134040
765926,1/28/2025 4:59,,,,New Shift,134040
765926,1/28/2025 9:26,,,,Out Punch,134040
810450,1/28/2025 9:56,,,,New Shift,134040
810450,1/28/2025 13:28,,,,Out Punch,134040
765926,1/28/2025 10:08,,,,CA 30 Min Meal at LT 5 Hrs,134040
765926,1/28/2025 13:05,,,,Out Punch,134040
792991,1/28/2025 13:01,,,,New Shift,134040
792991,1/28/2025 21:00,,,,Out Punch,134040
810450,1/28/2025 14:02,,,,CA 30 Min Meal at LT 5 Hrs,134040
810450,1/28/2025 17:05,,,,Out Punch,134040
800330,1/28/2025 16:59,,,,New Shift,134040
800330,1/28/2025 21:00,,,,Out Punch,134040
765926,1/29/2025 5:01,,,,New Shift,134040
765926,1/29/2025 9:34,,,,Out Punch,134040
594760,1/29/2025 9:51,,,,New Shift,134040
594760,1/29/2025 14:52,,,,Out Punch,134040
800330,1/29/2025 10:01,,,,New Shift,134040
800330,1/29/2025 14:05,,,,Out Punch,134040
765926,1/29/2025 10:06,,,,CA 30 Min Meal at LT 5 Hrs,134040
765926,1/29/2025 13:02,,,,Out Punch,134040
701168,1/29/2025 13:00,,,,New Shift,134040
701168,1/29/2025 17:03,,,,Out Punch,134040
792991,1/29/2025 13:01,,,,New Shift,134040
792991,1/29/2025 17:09,,,,Out Punch,134040
799686,1/29/2025 14:01,,,,New Shift,134040
799686,1/29/2025 18:12,,,,Out Punch,134040
594760,1/29/2025 15:22,,,,CA 30 Min Meal at GT 5 Hrs,134040
594760,1/29/2025 18:03,,,,Out Punch,134040
792991,1/29/2025 17:39,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,1/29/2025 21:01,,,,Out Punch,134040
799686,1/29/2025 18:43,,,,CA 30 Min Meal at LT 5 Hrs,134040
799686,1/29/2025 21:02,,,,Out Punch,134040
765926,1/30/2025 5:01,,,,New Shift,134040
765926,1/30/2025 9:36,,,,Out Punch,134040
594760,1/30/2025 8:00,,,,New Shift,134040
594760,1/30/2025 12:42,,,,Out Punch,134040
833098,1/30/2025 9:55,,,,New Shift,134040
833098,1/30/2025 14:02,,,,Out Punch,134040
765926,1/30/2025 10:10,,,,CA 30 Min Meal at LT 5 Hrs,134040
765926,1/30/2025 13:05,,,,Out Punch,134040
810450,1/30/2025 11:56,,,,New Shift,134040
810450,1/30/2025 16:31,,,,Out Punch,134040
792991,1/30/2025 13:05,,,,New Shift,134040
792991,1/30/2025 17:08,,,,Out Punch,134040
594760,1/30/2025 13:15,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,1/30/2025 14:43,,,,Out Punch,134040
810450,1/30/2025 17:04,,,,CA 30 Min Meal at LT 5 Hrs,134040
810450,1/30/2025 20:08,,,,Out Punch,134040
792991,1/30/2025 17:38,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,1/30/2025 20:58,,,,Out Punch,134040
765926,1/31/2025 5:06,,,,New Shift,134040
765926,1/31/2025 9:32,,,,Out Punch,134040
724361,1/31/2025 10:01,,,,New Shift,134040
724361,1/31/2025 14:05,,,,Out Punch,134040
594760,1/31/2025 12:59,,,,New Shift,134040
594760,1/31/2025 17:36,,,,Out Punch,134040
800330,1/31/2025 17:00,,,,New Shift,134040
800330,1/31/2025 21:02,,,,Out Punch,134040
701168,1/31/2025 17:01,,,,New Shift,134040
701168,1/31/2025 21:01,,,,Out Punch,134040
594760,1/31/2025 18:08,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,1/31/2025 20:27,,,,Out Punch,134040
594760,2/1/2025 6:59,,,,New Shift,134040
594760,2/1/2025 11:36,,,,Out Punch,134040
833098,2/1/2025 9:56,,,,New Shift,134040
833098,2/1/2025 14:02,,,,Out Punch,134040
778241,2/1/2025 10:01,,,,New Shift,134040
778241,2/1/2025 14:02,,,,Out Punch,134040
594760,2/1/2025 12:09,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,2/1/2025 14:04,,,,Out Punch,134040
799686,2/1/2025 12:56,,,,New Shift,134040
799686,2/1/2025 17:03,,,,Out Punch,134040
810450,2/1/2025 16:58,,,,New Shift,134040
810450,2/1/2025 21:01,,,,Out Punch,134040
799686,2/1/2025 17:35,,,,CA 30 Min Meal at LT 5 Hrs,134040
799686,2/1/2025 19:14,,,,Out Punch,134040
765926,2/2/2025 6:03,,,,New Shift,134040
765926,2/2/2025 10:01,,,,Out Punch,134040
594760,2/2/2025 7:02,,,,New Shift,134040
594760,2/2/2025 11:11,,,,Out Punch,134040
800330,2/2/2025 10:01,,,,New Shift,134040
800330,2/2/2025 14:01,,,,Out Punch,134040
594760,2/2/2025 11:42,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,2/2/2025 15:00,,,,Out Punch,134040
792991,2/2/2025 12:00,,,,New Shift,134040
792991,2/2/2025 16:07,,,,Out Punch,134040
778241,2/2/2025 15:59,,,,New Shift,134040
778241,2/2/2025 19:54,,,,Out Punch,134040
792991,2/2/2025 16:37,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,2/2/2025 19:55,,,,Out Punch,134040
765926,2/3/2025 5:59,,,,New Shift,134040
765926,2/3/2025 10:04,,,,Out Punch,134040
810450,2/3/2025 9:58,,,,New Shift,134040
810450,2/3/2025 13:28,,,,Out Punch,134040
765926,2/3/2025 10:35,,,,CA 30 Min Meal at LT 5 Hrs,134040
765926,2/3/2025 12:02,,,,Out Punch,134040
778241,2/3/2025 14:00,,,,New Shift,134040
778241,2/3/2025 18:20,,,,Out Punch,134040
799686,2/3/2025 14:02,,,,New Shift,134040
799686,2/3/2025 18:18,,,,Out Punch,134040
800330,2/3/2025 16:57,,,,New Shift,134040
800330,2/3/2025 21:01,,,,Out Punch,134040
724323,2/3/2025 16:58,,,,New Shift,134040
724323,2/3/2025 21:01,,,,Out Punch,134040
778241,2/3/2025 18:52,,,,CA 30 Min Meal at LT 5 Hrs,134040
778241,2/3/2025 21:01,,,,Out Punch,134040
765926,2/4/2025 5:02,,,,New Shift,134040
765926,2/4/2025 9:39,,,,Out Punch,134040
765926,2/4/2025 10:11,,,,CA 30 Min Meal at LT 5 Hrs,134040
765926,2/4/2025 13:00,,,,Out Punch,134040
792991,2/4/2025 13:59,,,,New Shift,134040
792991,2/4/2025 18:00,,,,Out Punch,134040
701168,2/4/2025 13:59,,,,New Shift,134040
701168,2/4/2025 18:34,,,,Out Punch,134040
833098,2/4/2025 16:57,,,,New Shift,134040
833098,2/4/2025 21:02,,,,Out Punch,134040
792991,2/4/2025 18:30,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,2/4/2025 21:03,,,,Out Punch,134040
701168,2/4/2025 19:06,,,,CA 30 Min Meal at LT 5 Hrs,134040
701168,2/4/2025 21:02,,,,Out Punch,134040
799686,2/5/2025 9:27,,,,New Shift,134040
799686,2/5/2025 14:00,,,,Out Punch,134040
792991,2/5/2025 13:55,,,,New Shift,134040
792991,2/5/2025 18:04,,,,Out Punch,134040
800330,2/5/2025 13:57,,,,New Shift,134040
800330,2/5/2025 18:04,,,,Out Punch,134040
594760,2/5/2025 14:29,,,,New Shift,134040
594760,2/5/2025 18:31,,,,Out Punch,134040
701168,2/5/2025 17:00,,,,New Shift,134040
701168,2/5/2025 20:56,,,,Out Punch,134040
792991,2/5/2025 18:34,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,2/5/2025 20:55,,,,Out Punch,134040
594760,2/5/2025 19:07,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,2/5/2025 20:30,,,,Out Punch,134040
765926,2/6/2025 5:01,,,,New Shift,134040
765926,2/6/2025 9:48,,,,Out Punch,134040
594760,2/6/2025 5:37,,,,New Shift,134040
594760,2/6/2025 10:33,,,,Out Punch,134040
594760,2/6/2025 11:03,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,2/6/2025 14:14,,,,Out Punch,134040
701168,2/6/2025 13:00,,,,New Shift,134040
701168,2/6/2025 17:05,,,,Out Punch,134040
792991,2/6/2025 13:04,,,,New Shift,134040
792991,2/6/2025 17:32,,,,Out Punch,134040
792991,2/6/2025 18:02,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,2/6/2025 21:02,,,,Out Punch,134040
765926,2/7/2025 5:02,,,,New Shift,134040
765926,2/7/2025 9:37,,,,Out Punch,134040
594760,2/7/2025 9:00,,,,New Shift,134040
594760,2/7/2025 13:33,,,,Out Punch,134040
724361,2/7/2025 9:59,,,,New Shift,134040
724361,2/7/2025 14:01,,,,Out Punch,134040
792991,2/7/2025 12:55,,,,New Shift,134040
792991,2/7/2025 17:04,,,,Out Punch,134040
799686,2/7/2025 13:00,,,,New Shift,134040
799686,2/7/2025 17:40,,,,Out Punch,134040
701168,2/7/2025 14:00,,,,New Shift,134040
701168,2/7/2025 18:04,,,,Out Punch,134040
594760,2/7/2025 14:07,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,2/7/2025 18:01,,,,Out Punch,134040
800330,2/7/2025 16:59,,,,New Shift,134040
800330,2/7/2025 21:03,,,,Out Punch,134040
792991,2/7/2025 17:34,,,,CA 30 Min Meal at LT 5 Hrs,134040
792991,2/7/2025 21:03,,,,Out Punch,134040
799686,2/7/2025 18:12,,,,CA 30 Min Meal at LT 5 Hrs,134040
799686,2/7/2025 21:05,,,,Out Punch,134040
594760,2/8/2025 6:01,,,,New Shift,134040
594760,2/8/2025 10:36,,,,Out Punch,134040
778241,2/8/2025 10:02,,,,New Shift,134040
778241,2/8/2025 14:03,,,,Out Punch,134040
594760,2/8/2025 11:07,,,,CA 30 Min Meal at LT 5 Hrs,134040
594760,2/8/2025 14:05,,,,Out Punch,134040
800330,2/8/2025 15:56,,,,New Shift,134040
800330,2/8/2025 20:47,,,,Out Punch,134040
799686,2/8/2025 16:58,,,,New Shift,134040
799686,2/8/2025 21:02,,,,Out Punch,134040
776003,1/27/2025 4:56,,,,New Shift,134040
776003,1/27/2025 10:52,,,,Out Punch,134040
860565,1/27/2025 4:57,,,,New Shift,134040
860565,1/27/2025 9:30,,,,Out Punch,134040
776003,1/27/2025 11:46,,,,CA 30 Min Meal at GT 5 Hrs,134040
776003,1/27/2025 14:47,,,,Out Punch,134040
850106,1/27/2025 13:57,,,,New Shift,134040
850106,1/27/2025 20:59,,,,Out Punch,134040
776003,1/28/2025 4:55,,,,New Shift,134040
776003,1/28/2025 9:42,,,,Out Punch,134040
850106,1/28/2025 4:58,,,,New Shift,134040
850106,1/28/2025 9:07,,,,Out Punch,134040
849180,1/28/2025 4:59,,,,New Shift,134040
849180,1/28/2025 9:26,,,,Out Punch,134040
860565,1/28/2025 5:00,,,,New Shift,134040
860565,1/28/2025 9:27,,,,Out Punch,134040
808347,1/28/2025 5:00,,,,New Shift,134040
808347,1/28/2025 9:30,,,,Out Punch,134040
850106,1/28/2025 9:37,,,,CA 30 Min Meal at LT 5 Hrs,134040
850106,1/28/2025 13:04,,,,Out Punch,134040
776003,1/28/2025 10:12,,,,CA 30 Min Meal at LT 5 Hrs,134040
776003,1/28/2025 14:32,,,,Out Punch,134040
883045,1/28/2025 14:00,,,,New Shift,134040
883045,1/28/2025 17:59,,,,Out Punch,134040
776003,1/29/2025 4:57,,,,New Shift,134040
776003,1/29/2025 14:35,,,,Out Punch,134040
860565,1/29/2025 4:59,,,,New Shift,134040
860565,1/29/2025 9:31,,,,Out Punch,134040
808347,1/29/2025 5:00,,,,New Shift,134040
808347,1/29/2025 9:30,,,,Out Punch,134040
849180,1/29/2025 5:01,,,,New Shift,134040
849180,1/29/2025 9:30,,,,Out Punch,134040
850106,1/30/2025 4:57,,,,New Shift,134040
850106,1/30/2025 9:40,,,,Out Punch,134040
860565,1/30/2025 5:00,,,,New Shift,134040
860565,1/30/2025 9:31,,,,Out Punch,134040
849180,1/30/2025 5:01,,,,New Shift,134040
849180,1/30/2025 9:34,,,,Out Punch,134040
808347,1/30/2025 5:04,,,,New Shift,134040
808347,1/30/2025 9:34,,,,Out Punch,134040
850106,1/31/2025 4:51,,,,New Shift,134040
850106,1/31/2025 9:31,,,,Out Punch,134040
860565,1/31/2025 4:59,,,,New Shift,134040
860565,1/31/2025 9:33,,,,Out Punch,134040
849180,1/31/2025 5:03,,,,New Shift,134040
849180,1/31/2025 9:26,,,,Out Punch,134040
808347,1/31/2025 5:06,,,,New Shift,134040
808347,1/31/2025 9:26,,,,Out Punch,134040
776003,1/31/2025 6:00,,,,New Shift,134040
776003,1/31/2025 10:17,,,,Out Punch,134040
850106,1/31/2025 10:03,,,,CA 30 Min Meal at LT 5 Hrs,134040
850106,1/31/2025 13:02,,,,Out Punch,134040
776003,1/31/2025 10:47,,,,CA 30 Min Meal at LT 5 Hrs,134040
776003,1/31/2025 14:33,,,,Out Punch,134040
776003,2/1/2025 5:58,,,,New Shift,134040
776003,2/1/2025 10:39,,,,Out Punch,134040
776003,2/1/2025 11:09,,,,CA 30 Min Meal at LT 5 Hrs,134040
776003,2/1/2025 14:17,,,,Out Punch,134040
850106,2/1/2025 13:26,,,,New Shift,134040
850106,2/1/2025 17:39,,,,Out Punch,134040
850106,2/1/2025 18:09,,,,CA 30 Min Meal at LT 5 Hrs,134040
850106,2/1/2025 21:01,,,,Out Punch,134040
850106,2/2/2025 5:56,,,,New Shift,134040
850106,2/2/2025 10:50,,,,Out Punch,134040
849180,2/2/2025 6:07,,,,New Shift,134040
849180,2/2/2025 9:59,,,,Out Punch,134040
883045,2/2/2025 10:00,,,,New Shift,134040
883045,2/2/2025 14:05,,,,Out Punch,134040
850106,2/2/2025 11:21,,,,CA 30 Min Meal at LT 5 Hrs,134040
850106,2/2/2025 14:02,,,,Out Punch,134040
776003,2/3/2025 5:53,,,,New Shift,134040
776003,2/3/2025 8:51,,,,Out Punch,134040
860565,2/3/2025 5:59,,,,New Shift,134040
860565,2/3/2025 10:04,,,,Out Punch,134040
776003,2/3/2025 10:16,,,,New Shift,134040
776003,2/3/2025 15:27,,,,Out Punch,134040
860565,2/3/2025 10:35,,,,CA 30 Min Meal at LT 5 Hrs,134040
860565,2/3/2025 12:02,,,,Out Punch,134040
883045,2/3/2025 13:20,,,,New Shift,134040
883045,2/3/2025 17:06,,,,Out Punch,134040
850106,2/4/2025 4:55,,,,New Shift,134040
850106,2/4/2025 9:36,,,,Out Punch,134040
860565,2/4/2025 4:56,,,,New Shift,134040
860565,2/4/2025 9:32,,,,Out Punch,134040
808347,2/4/2025 4:58,,,,New Shift,134040
808347,2/4/2025 9:29,,,,Out Punch,134040
849180,2/4/2025 4:58,,,,New Shift,134040
849180,2/4/2025 9:29,,,,Out Punch,134040
776003,2/4/2025 4:59,,,,New Shift,134040
776003,2/4/2025 9:50,,,,Out Punch,134040
883222,2/4/2025 5:00,,,,New Shift,134040
883222,2/4/2025 9:33,,,,Out Punch,134040
850106,2/4/2025 10:07,,,,CA 30 Min Meal at LT 5 Hrs,134040
850106,2/4/2025 13:00,,,,Out Punch,134040
776003,2/4/2025 10:20,,,,CA 30 Min Meal at LT 5 Hrs,134040
776003,2/4/2025 14:34,,,,Out Punch,134040
850106,2/6/2025 4:53,,,,New Shift,134040
850106,2/6/2025 9:00,,,,Out Punch,134040
808347,2/6/2025 5:01,,,,New Shift,134040
808347,2/6/2025 9:32,,,,Out Punch,134040
849180,2/6/2025 5:01,,,,New Shift,134040
849180,2/6/2025 9:34,,,,Out Punch,134040
860565,2/6/2025 5:01,,,,New Shift,134040
860565,2/6/2025 9:34,,,,Out Punch,134040
883222,2/6/2025 5:02,,,,New Shift,134040
883222,2/6/2025 9:35,,,,Out Punch,134040
850106,2/6/2025 9:30,,,,CA 30 Min Meal at LT 5 Hrs,134040
850106,2/6/2025 13:00,,,,Out Punch,134040
883045,2/6/2025 17:00,,,,New Shift,134040
883045,2/6/2025 21:04,,,,Out Punch,134040
850106,2/7/2025 4:54,,,,New Shift,134040
850106,2/7/2025 9:49,,,,Out Punch,134040
849180,2/7/2025 4:55,,,,New Shift,134040
849180,2/7/2025 9:34,,,,Out Punch,134040
